"GEO_ID";"GEO_NAME";"VARIABLE";VALUE;"UNIT";"STATUS";"STATUS_DESC";"DESC_VAL";"PERIOD_REF";"SOURCE";"LAST_UPDATE";"GEOM_CODE";"GEOM";"GEOM_PERIOD";"MAP_ID";"MAP_URL"
"2962";"Hemishofen";"Anteil 3-4 Zimmer-Wohnungen, in %";41.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"2963";"Ramsen";"Anteil 3-4 Zimmer-Wohnungen, in %";45.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"2964";"Stein am Rhein";"Anteil 3-4 Zimmer-Wohnungen, in %";52.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"2971";"Hallau";"Anteil 3-4 Zimmer-Wohnungen, in %";43.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"2972";"Oberhallau";"Anteil 3-4 Zimmer-Wohnungen, in %";38.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"2973";"Trasadingen";"Anteil 3-4 Zimmer-Wohnungen, in %";45.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"2974";"Wilchingen";"Anteil 3-4 Zimmer-Wohnungen, in %";41.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3001";"Herisau";"Anteil 3-4 Zimmer-Wohnungen, in %";52.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3002";"Hundwil";"Anteil 3-4 Zimmer-Wohnungen, in %";33.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3003";"Schönengrund";"Anteil 3-4 Zimmer-Wohnungen, in %";39.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3004";"Schwellbrunn";"Anteil 3-4 Zimmer-Wohnungen, in %";36.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3005";"Stein (AR)";"Anteil 3-4 Zimmer-Wohnungen, in %";37.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3006";"Urnäsch";"Anteil 3-4 Zimmer-Wohnungen, in %";42;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3007";"Waldstatt";"Anteil 3-4 Zimmer-Wohnungen, in %";45;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3021";"Bühler";"Anteil 3-4 Zimmer-Wohnungen, in %";45.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3022";"Gais";"Anteil 3-4 Zimmer-Wohnungen, in %";44.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3023";"Speicher";"Anteil 3-4 Zimmer-Wohnungen, in %";45.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3024";"Teufen (AR)";"Anteil 3-4 Zimmer-Wohnungen, in %";44.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3025";"Trogen";"Anteil 3-4 Zimmer-Wohnungen, in %";41.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3031";"Grub (AR)";"Anteil 3-4 Zimmer-Wohnungen, in %";42.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3032";"Heiden";"Anteil 3-4 Zimmer-Wohnungen, in %";48.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3033";"Lutzenberg";"Anteil 3-4 Zimmer-Wohnungen, in %";40.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3034";"Rehetobel";"Anteil 3-4 Zimmer-Wohnungen, in %";40.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3035";"Reute (AR)";"Anteil 3-4 Zimmer-Wohnungen, in %";38;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3036";"Wald (AR)";"Anteil 3-4 Zimmer-Wohnungen, in %";40.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3037";"Walzenhausen";"Anteil 3-4 Zimmer-Wohnungen, in %";44.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3038";"Wolfhalden";"Anteil 3-4 Zimmer-Wohnungen, in %";48;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3101";"Appenzell";"Anteil 3-4 Zimmer-Wohnungen, in %";44.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3102";"Gonten";"Anteil 3-4 Zimmer-Wohnungen, in %";31.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3104";"Schlatt-Haslen";"Anteil 3-4 Zimmer-Wohnungen, in %";29.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3111";"Oberegg";"Anteil 3-4 Zimmer-Wohnungen, in %";34.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3112";"Schwende-Rüte";"Anteil 3-4 Zimmer-Wohnungen, in %";33.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3201";"Häggenschwil";"Anteil 3-4 Zimmer-Wohnungen, in %";38.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3202";"Muolen";"Anteil 3-4 Zimmer-Wohnungen, in %";39.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3203";"St. Gallen";"Anteil 3-4 Zimmer-Wohnungen, in %";56.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3204";"Wittenbach";"Anteil 3-4 Zimmer-Wohnungen, in %";57.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3211";"Berg (SG)";"Anteil 3-4 Zimmer-Wohnungen, in %";36;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3212";"Eggersriet";"Anteil 3-4 Zimmer-Wohnungen, in %";38.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3213";"Goldach";"Anteil 3-4 Zimmer-Wohnungen, in %";63.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3214";"Mörschwil";"Anteil 3-4 Zimmer-Wohnungen, in %";39.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3215";"Rorschach";"Anteil 3-4 Zimmer-Wohnungen, in %";61.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3216";"Rorschacherberg";"Anteil 3-4 Zimmer-Wohnungen, in %";56.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3217";"Steinach";"Anteil 3-4 Zimmer-Wohnungen, in %";55.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3218";"Tübach";"Anteil 3-4 Zimmer-Wohnungen, in %";49.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3219";"Untereggen";"Anteil 3-4 Zimmer-Wohnungen, in %";34.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3231";"Au (SG)";"Anteil 3-4 Zimmer-Wohnungen, in %";54.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3232";"Balgach";"Anteil 3-4 Zimmer-Wohnungen, in %";49.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3233";"Berneck";"Anteil 3-4 Zimmer-Wohnungen, in %";44.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3234";"Diepoldsau";"Anteil 3-4 Zimmer-Wohnungen, in %";44.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3235";"Rheineck";"Anteil 3-4 Zimmer-Wohnungen, in %";53.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3236";"St. Margrethen";"Anteil 3-4 Zimmer-Wohnungen, in %";57.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3237";"Thal";"Anteil 3-4 Zimmer-Wohnungen, in %";49.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3238";"Widnau";"Anteil 3-4 Zimmer-Wohnungen, in %";46.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3251";"Altstätten";"Anteil 3-4 Zimmer-Wohnungen, in %";47.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3252";"Eichberg";"Anteil 3-4 Zimmer-Wohnungen, in %";35.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3253";"Marbach (SG)";"Anteil 3-4 Zimmer-Wohnungen, in %";36.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3254";"Oberriet (SG)";"Anteil 3-4 Zimmer-Wohnungen, in %";43.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3255";"Rebstein";"Anteil 3-4 Zimmer-Wohnungen, in %";48.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3256";"Rüthi (SG)";"Anteil 3-4 Zimmer-Wohnungen, in %";43.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3271";"Buchs (SG)";"Anteil 3-4 Zimmer-Wohnungen, in %";54.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3272";"Gams";"Anteil 3-4 Zimmer-Wohnungen, in %";43.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3273";"Grabs";"Anteil 3-4 Zimmer-Wohnungen, in %";38.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3274";"Sennwald";"Anteil 3-4 Zimmer-Wohnungen, in %";49.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3275";"Sevelen";"Anteil 3-4 Zimmer-Wohnungen, in %";46.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3276";"Wartau";"Anteil 3-4 Zimmer-Wohnungen, in %";43.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3291";"Bad Ragaz";"Anteil 3-4 Zimmer-Wohnungen, in %";49.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3292";"Flums";"Anteil 3-4 Zimmer-Wohnungen, in %";48.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3293";"Mels";"Anteil 3-4 Zimmer-Wohnungen, in %";46.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3294";"Pfäfers";"Anteil 3-4 Zimmer-Wohnungen, in %";35.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3295";"Quarten";"Anteil 3-4 Zimmer-Wohnungen, in %";52.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3296";"Sargans";"Anteil 3-4 Zimmer-Wohnungen, in %";56.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3297";"Vilters-Wangs";"Anteil 3-4 Zimmer-Wohnungen, in %";44;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3298";"Walenstadt";"Anteil 3-4 Zimmer-Wohnungen, in %";50.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3311";"Amden";"Anteil 3-4 Zimmer-Wohnungen, in %";52.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3312";"Benken (SG)";"Anteil 3-4 Zimmer-Wohnungen, in %";43;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3313";"Kaltbrunn";"Anteil 3-4 Zimmer-Wohnungen, in %";46.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"3315";"Schänis";"Anteil 3-4 Zimmer-Wohnungen, in %";43.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
